Time:512Hz,Epoch,Electrode,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
1.296875,20,73,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.298828125,20,50,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.30078125,20,42,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.302734375,20,49,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.3046875,20,43,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.306640625,20,48,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.30859375,20,67,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.310546875,20,88,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.3125,21,100,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.314453125,21,89,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.31640625,21,81,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.318359375,21,80,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.3203125,21,77,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.322265625,21,74,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.32421875,21,73,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.326171875,21,64,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.328125,21,65,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.330078125,21,82,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.33203125,21,102,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.333984375,21,105,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.3359375,21,88,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.337890625,21,71,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.33984375,21,67,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.341796875,21,71,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.34375,21,72,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.345703125,21,84,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.34765625,21,98,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.349609375,21,70,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.3515625,21,38,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.353515625,21,26,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.35546875,21,24,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.357421875,21,6,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.359375,21,-27,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.361328125,21,-38,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.36328125,21,-28,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.365234375,21,0,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.3671875,21,54,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.369140625,21,118,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.37109375,21,168,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.373046875,21,194,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.375,22,192,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.376953125,22,166,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.37890625,22,122,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.380859375,22,82,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.3828125,22,59,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.384765625,22,49,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.38671875,22,38,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.388671875,22,38,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.390625,22,53,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.392578125,22,57,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.39453125,22,35,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.396484375,22,5,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.3984375,22,-18,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.400390625,22,-29,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.40234375,22,-34,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.404296875,22,-25,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.40625,22,-17,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.408203125,22,-14,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.41015625,22,-27,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.412109375,22,-28,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.4140625,22,-7,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.416015625,22,16,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.41796875,22,23,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.419921875,22,28,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.421875,22,44,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.423828125,22,42,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.42578125,22,7,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.427734375,22,-18,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.4296875,22,-14,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.431640625,22,-1,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.43359375,22,22,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.435546875,22,38,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.4375,23,42,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.439453125,23,52,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.44140625,23,54,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.443359375,23,36,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.4453125,23,7,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.447265625,23,1,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.44921875,23,33,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.451171875,23,70,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.453125,23,75,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.455078125,23,51,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.45703125,23,23,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.458984375,23,17,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.4609375,23,27,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.462890625,23,53,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.46484375,23,80,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.466796875,23,91,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.46875,23,93,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.470703125,23,91,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.47265625,23,86,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.474609375,23,76,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.4765625,23,70,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.478515625,23,80,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.48046875,23,104,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.482421875,23,123,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.484375,23,130,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.486328125,23,108,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.48828125,23,73,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.490234375,23,54,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.4921875,23,42,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.494140625,23,22,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.49609375,23,11,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.498046875,23,16,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.5,24,26,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.501953125,24,39,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.50390625,24,36,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.505859375,24,20,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.5078125,24,11,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.509765625,24,25,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.51171875,24,56,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.513671875,24,73,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.515625,24,66,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.517578125,24,42,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.51953125,24,20,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.521484375,24,6,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.5234375,24,12,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.525390625,24,22,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.52734375,24,34,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.529296875,24,53,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.53125,24,64,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.533203125,24,60,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.53515625,24,50,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.537109375,24,36,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.5390625,24,35,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.541015625,24,36,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.54296875,24,26,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.544921875,24,28,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.546875,24,44,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.548828125,24,54,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.55078125,24,48,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.552734375,24,36,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.5546875,24,32,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.556640625,24,21,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.55859375,24,6,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.560546875,24,0,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.5625,25,10,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.564453125,25,29,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.56640625,25,45,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.568359375,25,32,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.5703125,25,-8,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.572265625,25,-54,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.57421875,25,-91,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.576171875,25,-103,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.578125,25,-72,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.580078125,25,-23,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.58203125,25,7,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.583984375,25,24,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.5859375,25,8,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.587890625,25,-3,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.58984375,25,26,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.591796875,25,80,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.59375,25,89,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.595703125,25,66,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.59765625,25,28,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.599609375,25,1,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.6015625,25,-4,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.603515625,25,2,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.60546875,25,27,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.607421875,25,42,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.609375,25,32,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.611328125,25,10,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.61328125,25,-2,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.615234375,25,2,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.6171875,25,23,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.619140625,25,40,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.62109375,25,40,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.623046875,25,32,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.625,26,6,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.626953125,26,-12,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.62890625,26,-13,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.630859375,26,-13,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.6328125,26,-14,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.634765625,26,-23,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.63671875,26,-11,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.638671875,26,25,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.640625,26,44,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.642578125,26,25,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.64453125,26,-4,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.646484375,26,-7,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.6484375,26,19,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.650390625,26,41,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.65234375,26,49,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.654296875,26,43,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.65625,26,32,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.658203125,26,11,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.66015625,26,5,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.662109375,26,16,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.6640625,26,12,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.666015625,26,2,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.66796875,26,5,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.669921875,26,32,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.671875,26,64,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.673828125,26,85,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.67578125,26,88,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.677734375,26,81,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.6796875,26,75,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.681640625,26,75,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.68359375,26,72,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.685546875,26,61,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.6875,27,64,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.689453125,27,71,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.69140625,27,72,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.693359375,27,91,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.6953125,27,128,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.697265625,27,138,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.69921875,27,119,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.701171875,27,86,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.703125,27,29,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.705078125,27,2,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.70703125,27,-17,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.708984375,27,-9,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.7109375,27,34,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.712890625,27,92,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.71484375,27,124,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.716796875,27,113,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.71875,27,75,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.720703125,27,44,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.72265625,27,37,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.724609375,27,52,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.7265625,27,68,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.728515625,27,83,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.73046875,27,84,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.732421875,27,56,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.734375,27,17,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.736328125,27,-8,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.73828125,27,2,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.740234375,27,22,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.7421875,27,32,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.744140625,27,18,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.74609375,27,10,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.748046875,27,32,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.75,28,51,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.751953125,28,52,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.75390625,28,44,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.755859375,28,53,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.7578125,28,52,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.759765625,28,34,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.76171875,28,21,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.763671875,28,16,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.765625,28,16,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.767578125,28,22,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.76953125,28,34,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.771484375,28,33,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.7734375,28,24,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.775390625,28,21,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.77734375,28,17,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.779296875,28,26,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.78125,28,65,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.783203125,28,101,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.78515625,28,102,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.787109375,28,73,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.7890625,28,54,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.791015625,28,59,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.79296875,28,80,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.794921875,28,80,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.796875,28,60,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.798828125,28,54,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.80078125,28,64,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.802734375,28,64,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.8046875,28,54,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.806640625,28,64,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.80859375,28,77,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.810546875,28,84,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.8125,29,75,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.814453125,29,70,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.81640625,29,71,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.818359375,29,64,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.8203125,29,49,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.822265625,29,40,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.82421875,29,57,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.826171875,29,89,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.828125,29,103,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.830078125,29,86,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.83203125,29,60,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.833984375,29,44,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.8359375,29,44,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.837890625,29,39,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.83984375,29,24,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.841796875,29,32,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.84375,29,57,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.845703125,29,84,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.84765625,29,84,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.849609375,29,59,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.8515625,29,48,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.853515625,29,43,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.85546875,29,45,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.857421875,29,38,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.859375,29,20,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.861328125,29,20,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.86328125,29,21,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.865234375,29,2,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.8671875,29,-19,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.869140625,29,-7,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.87109375,29,10,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.873046875,29,7,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.875,30,12,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.876953125,30,34,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.87890625,30,44,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.880859375,30,24,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.8828125,30,-8,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.884765625,30,-26,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.88671875,30,-4,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.888671875,30,32,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.890625,30,35,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.892578125,30,11,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.89453125,30,5,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.896484375,30,33,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.8984375,30,65,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.900390625,30,86,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.90234375,30,92,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.904296875,30,80,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.90625,30,71,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.908203125,30,80,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.91015625,30,76,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.912109375,30,58,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.9140625,30,49,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.916015625,30,33,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.91796875,30,9,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.919921875,30,17,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.921875,30,58,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.923828125,30,93,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.92578125,30,88,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.927734375,30,64,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.9296875,30,43,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.931640625,30,40,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.93359375,30,32,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.935546875,30,18,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.9375,31,24,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.939453125,31,50,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.94140625,31,71,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.943359375,31,84,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.9453125,31,92,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.947265625,31,119,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.94921875,31,150,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.951171875,31,149,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.953125,31,124,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.955078125,31,102,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.95703125,31,98,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.958984375,31,96,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.9609375,31,81,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.962890625,31,67,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.96484375,31,70,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.966796875,31,64,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.96875,31,36,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.970703125,31,33,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.97265625,31,53,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.974609375,31,60,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.9765625,31,55,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.978515625,31,60,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.98046875,31,69,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.982421875,31,65,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.984375,31,58,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.986328125,31,66,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.98828125,31,54,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.990234375,31,38,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
1.9921875,31,35,56,23,1148440,123203,26446,5520,4348,22949,5050,13823
